,position,jobdesc,newgrad,junior,senior,url,wage
353,Logistic Officer,Professionally handle communication with Customs officers.,21500.0,30000.0,-1,https://adecco.co.th/salary-guide/2019/00013/101#job-des,30000.0
354,Logistic Supervisor,Supervise subordinates and handle logistics process.,-1,30000.0,42500.0,https://adecco.co.th/salary-guide/2019/00013/298#job-des,30000.0
355,Production Planner,"In charge of production planning, scheduling and material control. Ensure the availability of materials to meet production processing plans.",-1,35000.0,65000.0,https://adecco.co.th/salary-guide/2019/00013/274#job-des,35000.0
356,Senior Import & Export Officer,Control all export & import documents. Support logistics information and Customs formalities. Coordinate with overseas customers and suppliers for export & import regulations. Direct import-export team.,-1,37500.0,47500.0,https://adecco.co.th/salary-guide/2019/00013/185#job-des,37500.0
357,Senior Supply Chain Manager,Manage supply chain and logistics operations to serve factory requirements in order to achieve lowest operating cost and maximum efficiency.,-1,-1,135000.0,https://adecco.co.th/salary-guide/2019/00013/205#job-des,135000.0
358,Supply Chain Manager,Manage flow of finished goods for the whole Commercial Unit to optimize inventory for Commercial and distribution centers. Establish monthly forecasts in order to define quantities to be purchased.,-1,-1,95000.0,https://adecco.co.th/salary-guide/2019/00013/215#job-des,95000.0
359,Supply Chain Officer / Executive,"Work closely with supply chain personnel to ensure timely arrival of goods to local and overseas customers. Handle import and export documentations. Follow up with customers, sales person and other service providers to ensure timely collection of payments and on time delivery. Manage inventory level and warehousing space. Generate weekly and monthly reports to management. ",21500.0,30000.0,-1,https://adecco.co.th/salary-guide/2019/00013/405#job-des,30000.0
360,Supply Chain Supervisor,Supervise material resource plan. Audit and monitor suppliers. Monitor and develop existing supply chain. Initiate and lead cost-saving initiatives. Negotiate and manage contracts. ,-1,32500.0,-1,https://adecco.co.th/salary-guide/2019/00013/406#job-des,32500.0
361,Warehouse Manager,Manage and control inventory to ensure production continuity and materials do not run out of stock. Inspect material received and report any issue.  In charge of inventory control of all warehouse stock and verify all document related to warehouse stock system.,-1,-1,75000.0,https://adecco.co.th/salary-guide/2019/00013/273#job-des,75000.0
362,Assistant Purchasing Manager (Technical),Provide technical support to the purchasing process and assign staff with specific responsibility for processing bid and purchasing related documents and materials. Respond to related inquiries and maintain vendor/source information and inventories.,-1,57500.0,-1,https://adecco.co.th/salary-guide/2019/00014/404#job-des,57500.0
363,AVP – Technical,"Assist VP in establishing work schedules, safety standards, quality control procedures and customer service policies related to company's product. Oversee the technical services team's budget and monitor the performance of subordinates through reviews, training and mentoring.",-1,-1,215000.0,https://adecco.co.th/salary-guide/2019/00014/396#job-des,215000.0
364,Draftsman,"In charge of computer-generated drawings, in 2 & 3 dimensions, for engineering, construction and products design. ",16500.0,26500.0,45000.0,https://adecco.co.th/salary-guide/2019/00014/56#job-des,26500.0
365,Electrical Engineer,Plan a preventive maintenance plan for electrial machinery and equipment. Monitor electrical power supply system. Analyze and solve any problem in case of machine breakdowns.,21500.0,40000.0,60000.0,https://adecco.co.th/salary-guide/2019/00014/252#job-des,40000.0
366,Factory Manager,"Manage, monitor and supervise production team to achieve the set goals. Work coordinately with other departments to support the production process.",-1,-1,150000.0,https://adecco.co.th/salary-guide/2019/00014/290#job-des,150000.0
367,Injection Engineer,"Operate and maintain injection mold machines, material dryers, and conveying equipment, including prototype runs. Develop programs for various manufacturing equipment, including injection molding machines, robots, vacuum dryers, and temperature controllers under engineering guidance. Monitor and ensure material inventory accuracy and perform material handling. Follow and improve manufacturing processes.",-1,26500.0,60000.0,https://adecco.co.th/salary-guide/2019/00014/397#job-des,26500.0
368,Operations Manager,Manage and supervise operations team to achieve company’s objectives. Manage projects to improve or expand project to increase process capability and efficiency. Coordinate with other functions in any related activities.,-1,-1,150000.0,https://adecco.co.th/salary-guide/2019/00014/255#job-des,150000.0
369,Plant Engineer,Initiate and modify process flow to maximize process capability. Solve a quality related problems as well as maintain a quality system toward quality policy and organizational objectives.,-1,62500.0,127500.0,https://adecco.co.th/salary-guide/2019/00014/345#job-des,62500.0
370,Plant Manager,"Responsible for all aspects in manufacturing area, including production, safety, quality, cost management, supply chain, and customer service.",-1,95000.0,110000.0,https://adecco.co.th/salary-guide/2019/00014/305#job-des,95000.0
371,Product Development Officer / Staff,"Assist in managing the product development process from the concept phase to the post-launch analysis phase. Oversee coordination of concept art and samples creation, secure approvals during the process and finalizing all product and packaging prior to launch. Ensure the accuracy of product and packaging samples and seek required approvals. ",-1,90000.0,-1,https://adecco.co.th/salary-guide/2019/00014/407#job-des,90000.0
372,Production Engineer,"Plan and control overall production process to ensure customer’s standards, i.e. quality, cost and delivery, are met.",21500.0,42500.0,60000.0,https://adecco.co.th/salary-guide/2019/00014/133#job-des,42500.0
373,Production Manager,Plan and monitor daily production volumes based on cycle times and availability.  Control production and process to ensure customer needs are met.,-1,-1,140000.0,https://adecco.co.th/salary-guide/2019/00014/134#job-des,140000.0
374,Production Planner,"In charge of production planning, scheduling and material control. Ensure the availability of materials to meet production processing plans.",21500.0,37500.0,72500.0,https://adecco.co.th/salary-guide/2019/00014/274#job-des,37500.0
375,Production Supervisor / Chief,Supervise production team to achieve company goal. Coordinate with other departments to support production line.,-1,37500.0,-1,https://adecco.co.th/salary-guide/2019/00014/135#job-des,37500.0
376,QA / QC Engineer,Solve quality related problems and maintain quality system toward quality policy and organization’s objective.,21500.0,35000.0,62500.0,https://adecco.co.th/salary-guide/2019/00014/151#job-des,35000.0
377,Quality Manager,"Manage, implement and maintain factory's quality management system.",-1,-1,105000.0,https://adecco.co.th/salary-guide/2019/00014/153#job-des,105000.0
378,Safety Officer,Monitor and control work environment and in charge of safety activities. Consider and provide permission on working methodology to other departments.,-1,-1,60000.0,https://adecco.co.th/salary-guide/2019/00014/162#job-des,60000.0
379,Senior Product Manager,"In charge of strategic marketing planning, activities implementation and budget allocation for the assigned products.",-1,95000.0,-1,https://adecco.co.th/salary-guide/2019/00014/194#job-des,95000.0
380,Service Engineer / Technical Support,"Install, troubleshoot, and maintain products/equipment. Train employees, identify, analyze, and repair product failures, order and replace parts as needed. Determine and recommend which products or services best fit customers needs.",21500.0,37500.0,60000.0,https://adecco.co.th/salary-guide/2019/00014/206#job-des,37500.0
381,Technical Consultant,"Understand technical aspects of all products and solutions of the company. Design, deploy and perform on-going administration and troubleshooting of the systems.",-1,32500.0,55000.0,https://adecco.co.th/salary-guide/2019/00014/221#job-des,32500.0
382,Technical Service Manager,"Oversee installation, setting up, testing and commissioning of products. Manage preventive maintenance and calibration plan. Provide solutions to customers where appropriate.",-1,-1,115000.0,https://adecco.co.th/salary-guide/2019/00014/272#job-des,115000.0
383,Technician,"Ensure high quality products is made with efficient, accurate, safe and on time process.  Utilize manufacturing equipment and in-process instrumentation to manufacture products in accordance to current manufacturing standard, company policy and safety regulations.",17500.0,30000.0,42500.0,https://adecco.co.th/salary-guide/2019/00014/413#job-des,30000.0
384,Chief Commercial Officer (CCO),Responsible for the commercial strategy and the development of an organization. CCO takes ownership of the customer and the customer interface with the product or service offering and ensures that all functions of the organization are aligned to meet its strategic commercial objectives.,-1,-1,275000.0,https://adecco.co.th/salary-guide/2019/00015/431#job-des,275000.0
385,Chief Executive Officer (CEO),"Responsible for overall operations, profit & loss, marketing, strategy, financing, organizational culture, human resources, hiring and firing to ensure they comply with safety regulations, sales, PR and etc.",-1,-1,350000.0,https://adecco.co.th/salary-guide/2019/00015/331#job-des,350000.0
386,Chief Financial Officer (CFO),"Responsible for financial analysis, business planning and forecasting. Manage and control finance, accounting and administrative department. Ensure accuracy of accounting and financial reports.",-1,-1,290000.0,https://adecco.co.th/salary-guide/2019/00015/28#job-des,290000.0
387,Chief Human Resources Officer (CHRO),"Provide leadership in developing and executing Human Resources strategy in support of the company is overall business plan and strategic direction, specifically in the areas of succession planning, talent management, change management, organizational development, performance management, training and development, and compensation.",-1,-1,250000.0,https://adecco.co.th/salary-guide/2019/00015/432#job-des,250000.0
388,"Chief Information Officer (CIO), Chief Digital Information Officer (CDIO)","Responsible for overseeing the information technology and computer systems that support enterprise goals to ensure that information technology adds the maximum value to the company so as to facilitate the success of our business, devising the company’s IT strategy and ensure that all systems necessary to support its operations and objectives are in place.",-1,-1,250000.0,https://adecco.co.th/salary-guide/2019/00015/426#job-des,250000.0
389,Chief Marketing Officer (CMO),"Responsible for overseeing the planning, development and execution of an organization is marketing activities and advertising initiatives to generate revenue by increasing sales through successful marketing for the entire organization, using brand management, marketing communications (including advertising, promotions and public relations), market research, sales management, product development, distribution channel management, pricing, and customer service.",-1,-1,250000.0,https://adecco.co.th/salary-guide/2019/00015/429#job-des,250000.0
390,Chief of Engineering / Project Director,Responsible for overseeing all technical aspects and technological resources of an organization for the purpose of organizational growth. Establishes a technological vision for an organization and leads the company is technological development.,-1,-1,250000.0,https://adecco.co.th/salary-guide/2019/00015/440#job-des,250000.0
391,Chief Operating Officer (COO),"Responsible for company’s day-to-day operating activities, including revenue and sales growth; expense, cost and margin control; and monthly, quarterly and annual financial goal management.",-1,-1,275000.0,https://adecco.co.th/salary-guide/2019/00015/333#job-des,275000.0
392,Chief Sales Officer (CSO),"Manage overall sales & marketing functions, including strategic sales planning, corporate communications and business development. Work closely with the management team.",-1,-1,250000.0,https://adecco.co.th/salary-guide/2019/00015/444#job-des,250000.0
393,Chief Technology Officer (CTO),Responsible for overseeing all technical aspects and technological resources of an organization for the purpose of organizational growth. Establishes a technological vision for an organization and leads the company is technological development.,-1,-1,250000.0,https://adecco.co.th/salary-guide/2019/00015/424#job-des,250000.0
394,Commercial Director / VP,"Responsible for company’s day-to-day operating activities, including revenue and sales growth; expense, cost and margin control; and monthly, quarterly and annual financial goal management.",-1,-1,275000.0,https://adecco.co.th/salary-guide/2019/00015/437#job-des,275000.0
395,Country Manager,"Ensure office's operations align with the organization's mission, strategic objectives and policies. Manage staff, oversee projects and sales, ensure the organization follows local laws and regulations. Liaise with management at the main office and provide reports on activities. Ensure proper financial controls are in place and represent the organization at meetings. ",-1,-1,165000.0,https://adecco.co.th/salary-guide/2019/00015/408#job-des,165000.0
396,Director / General Manager,"Oversee general management of new company investments in Thailand. Besides sales management, oversee and handle all administrative and accounting related duties. Identify business opportunities which are in line with corporate objectives. Develop and implement marketing plan.",-1,-1,200000.0,https://adecco.co.th/salary-guide/2019/00015/55#job-des,200000.0
397,Finance and Accounting Director / VP,"Responsible for financial analysis, business planning and forecasting. Manage and control finance, accounting and administrative department. Ensure accuracy of accounting and financial reports.",-1,-1,275000.0,https://adecco.co.th/salary-guide/2019/00015/439#job-des,275000.0
398,General Manager,"Oversee general management of new company investments in Thailand. Besides sales management, oversee and handle all administrative and accounting related duties.",-1,-1,175000.0,https://adecco.co.th/salary-guide/2019/00015/291#job-des,175000.0
399,Head of  Information Technology,Responsible for overseeing all technical aspects and technological resources of an organization for the purpose of organizational growth. Establishes a technological vision for an organization and leads the company is technological development.,-1,-1,250000.0,https://adecco.co.th/salary-guide/2019/00015/441#job-des,250000.0
400,Head of Commercial,"Responsible for company’s day-to-day operating activities, including revenue and sales growth; expense, cost and margin control; and monthly, quarterly and annual financial goal management.",-1,-1,275000.0,https://adecco.co.th/salary-guide/2019/00015/436#job-des,275000.0
401,Head of Digital / Digital Director / VP,Responsible for overseeing all technical aspects and technological resources of an organization for the purpose of organizational growth. Establishes a technological vision for an organization and leads the company is technological development.,-1,-1,250000.0,https://adecco.co.th/salary-guide/2019/00015/442#job-des,250000.0
402,Head of Engineering / Engineering Director / VP,Responsible for overseeing all technical aspects and technological resources of an organization for the purpose of organizational growth. Establishes a technological vision for an organization and leads the company is technological development.,-1,-1,250000.0,https://adecco.co.th/salary-guide/2019/00015/443#job-des,250000.0
403,Head of Finance and Accounting,"Responsible for financial analysis, business planning and forecasting. Manage and control finance, accounting and administrative department. Ensure accuracy of accounting and financial reports.",-1,-1,275000.0,https://adecco.co.th/salary-guide/2019/00015/438#job-des,275000.0
404,Head of Human Resources,"Provide leadership in developing and executing Human Resources strategy in support of the company is overall business plan and strategic direction, specifically in the areas of succession planning, talent management, change management, organizational development, performance management, training and development, and compensation.",-1,-1,250000.0,https://adecco.co.th/salary-guide/2019/00015/445#job-des,250000.0
405,Head of Operation,"Responsible for company’s day-to-day operating activities, including revenue and sales growth; expense, cost and margin control; and monthly, quarterly and annual financial goal management.",-1,-1,275000.0,https://adecco.co.th/salary-guide/2019/00015/434#job-des,275000.0
406,Human Resources Director / VP,"In charge of strategic HR planning and business direction. Plan, develop and evaluate HR functions. Develop appropriate policies and programs for effective management within the organization.",-1,-1,250000.0,https://adecco.co.th/salary-guide/2019/00015/87#job-des,250000.0
407,Managing Director,Set company culture and develop strategies and directions for the company. Be the leader of executive/senior management team (oversee also hiring and firing).  In charge of financial and resources management.,-1,-1,240000.0,https://adecco.co.th/salary-guide/2019/00015/342#job-des,240000.0
408,Marketing Director / VP,"Manage overall marketing functions, including strategic planning, corporate communications and business development. Develop, analyze, implement and measure strategic marketing plan, market potential and profitability. Create brand equity and ensure effective brand positioning, brand awareness, and product launching. Engage with product teams on the launch and lifecycle management of products including development of key deliverables. Work closely with top management.",-1,-1,250000.0,https://adecco.co.th/salary-guide/2019/00015/107#job-des,250000.0
409,National Sales Manager / Sales Director / VP,Responsible for company's national sales target. Operate and monitor sales team (country level). Set up strategies and directions for business development plans.,-1,-1,250000.0,https://adecco.co.th/salary-guide/2019/00015/116#job-des,250000.0
410,Operations Director / VP,Set and deploy policy/strategy for operations. Manage and supervise overall operations to achieve company’s objectives. Coordinate with other departments in any related areas.,-1,-1,275000.0,https://adecco.co.th/salary-guide/2019/00015/122#job-des,275000.0
411,Sales & Marketing Director / VP,"Manage overall sales & marketing functions, including strategic sales planning, corporate communications and business development. Work closely with the management team.",-1,-1,250000.0,https://adecco.co.th/salary-guide/2019/00015/167#job-des,250000.0
412,Newspaper Journalist,"Conduct research and write stories for national, regional and local press. Report general news, politics, sports, arts and culture, science and business. Cover national and local events, entertainment and human interest stories. Interview people in a range of different circumstances. Attend press conferences and ask related questions. Produce a concise and accurate copy according to the newspaper's house style, and strict deadlines. Able to 'live' online reporting or real-time blogging when covering important events.",-1,-1,47500.0,https://adecco.co.th/salary-guide/2019/00016/409#job-des,47500.0
413,Administrative Manager,Provide general administrative support to all departments. Oversee supplier contract management. Coordinate and maintain company’s documents and office properties.,60000.0,75000.0,95000.0,https://adecco.co.th/salary-guide/2019/00017/11#job-des,75000.0
414,Claim Manager,Responsible for claims project. Manage and coordinate with the claim team for all claim matters.,-1,-1,80000.0,https://adecco.co.th/salary-guide/2019/00017/31#job-des,80000.0
415,Claim Officer,Investigate at the scene of an accident. Evaluate a policy holder's claim against the amount of damage done. Look at police reports and interview witnesses. Determind the claim amount and pay it to the policy holder.,-1,55000.0,-1,https://adecco.co.th/salary-guide/2019/00017/394#job-des,55000.0
416,Credit Analyst,Analyze and create clients portfolio and approve clients’ loan.,-1,37500.0,67500.0,https://adecco.co.th/salary-guide/2019/00017/283#job-des,37500.0
417,Risk Management Manager,"Implement organization's risk management program. Develop system, policies & procedures for identification, collection & risk analysis.",-1,-1,75000.0,https://adecco.co.th/salary-guide/2019/00017/160#job-des,75000.0
418,Underwriting (Assistant Manager),"Consider appropriate coverage and rate. Analyze statistics in relation to loss ratio and underwriting rate. Direct supervision of Underwriting staff and assistants, monitor daily quotas, establish performance criteria and assign projects.",-1,-1,57500.0,https://adecco.co.th/salary-guide/2019/00017/227#job-des,57500.0
419,Architect / Interior,"Design architectural structure, landscape and interior as well as perform project management and coordination.",-1,50000,90000.0,https://adecco.co.th/salary-guide/2019/00018/271#job-des,50000
420,Art Director,"Oversee the entire creative process, including, but not limited to, meeting with clients, creating the initial design concepts and approving final drafts. Manage a large or small team of designers and ensure that clients' needs are met.",-1,75000.0,-1,https://adecco.co.th/salary-guide/2019/00018/382#job-des,75000.0
421,Creative Director,"Translate company’s marketing objectives into creative strategies and designs. Develop successful creative campaigns. Oversee a number of staff, such as graphic designers and copywriters. Write, design, pitch, propose and implement creative projects to meet a company’s marketing needs. Develop company’s logo and marketing materials, such as brochures and annual reports, advertising campaigns and online presence.",-1,-1,65000.0,https://adecco.co.th/salary-guide/2019/00018/381#job-des,65000.0
422,Graphic Designer,"Create various types of art design for magazines, newspapers, advertising publications, marketing and promotional materials, signs, web pages, and much more. Most of the art is created through the use of computerized design programs, such as Adobe Suite.",-1,25000.0,52500.0,https://adecco.co.th/salary-guide/2019/00018/275#job-des,25000.0
423,Interior Design / Architect,"Perform architecture design and manage projects, such as houses, condominiums, high-rise buildings, office renovations, etc. Coordinate with draftsmen for designs. Do drafting and drawing by themselves.",-1,-1,80000.0,https://adecco.co.th/salary-guide/2019/00018/278#job-des,80000.0
424,Government Affair Officer,"Liaise with government agencies, such as government ministries or departments, regarding documentations, issues and coordinations.",-1,35000.0,55000.0,https://adecco.co.th/salary-guide/2019/00019/338#job-des,35000.0
425,Medical Director,Responsible for company’s development and strategic matters related to our doctors team. Provide strong and effective clinical leadership.  Keep the team informed about corporate decisions.,-1,-1,200000.0,https://adecco.co.th/salary-guide/2019/00020/114#job-des,200000.0
426,Medical Marketing Manager,"Lead overall marketing strategies, supervise a team of Medical Marketing and work with medical channel team to ensure effective medical marketing programs. Ensure high quality execution of the medical marketing/ business plans.",-1,-1,150000.0,https://adecco.co.th/salary-guide/2019/00020/303#job-des,150000.0
427,Medical Product Specialist / Expert,"Provide effective clinical support, consultation and training to decision makers, nursing staff and patients. Seek new account opportunities while maintaining existing client relationships and provide technical support.",-1,62500.0,-1,https://adecco.co.th/salary-guide/2019/00020/270#job-des,62500.0
428,Medical Sales Representative,Maintain and provide service to existing customers.  Assist in developing new business opportunities. Conduct maketing campaigns and activities to gain market share and expand customer base.,22500.0,35000.0,-1,https://adecco.co.th/salary-guide/2019/00020/304#job-des,35000.0
429,Product Manager,"Responsible for product planning and execution throughout the product lifecycle, including gathering and prioritizing product and customer requirements, and defining product vision.  Work closely with engineering, sales, marketing teams to ensure revenue and customer satisfaction goals are met.",-1,-1,90000.0,https://adecco.co.th/salary-guide/2019/00020/307#job-des,90000.0
430,Research & Development Specialist,Be the leader in change management. Conduct all sorts of research and development to advance the body of knowledge within the assigned area.  Create technological advancements and help business in increasing its profits and accomplishing numerous set goals.,-1,40000.0,-1,https://adecco.co.th/salary-guide/2019/00020/383#job-des,40000.0
431,Technical Consultant,"Understand technical aspects of all products and solutions of the company. Design, deploy and perform on-going administration and troubleshooting of the systems.",-1,40000.0,-1,https://adecco.co.th/salary-guide/2019/00020/221#job-des,40000.0
432,Technical Service Manager,"Oversee installation, setting up, testing and commissioning of products. Manage preventive maintenance and calibration plan. Provide solutions to customers where appropriate.",-1,-1,115000.0,https://adecco.co.th/salary-guide/2019/00020/272#job-des,115000.0
433,Chef,"Responsible for assigning work in the kitchen, preparing meals, cooking and delivering food in a timely fashion and kitchen inventory management.  Monitor food cost and follow the budget established by the restaurant manager.  Ensure safety and sanitation practices in the kitchen.",-1,40000.0,-1,https://adecco.co.th/salary-guide/2019/00021/415#job-des,40000.0
